19.48010255;9.894443903
19.49605666;10.03681057
19.83941132;11.15508527
20.46463305;11.002144
19.52707488;10.40265075
20.2443514;10.17190134
19.61799802;11.02461905
18.79585005;10.5664547
18.9131556;10.01334924
18.4201337;9.700876198
18.95835028;9.479325732
18.82658864;8.928153185
18.96439857;9.100251484
19.46182055;7.937482332
19.16294631;7.900343356
19.48479563;8.321720473
20.51438886;7.444645515
21.09903379;7.842263065
21.25362883;7.962975086
21.79850549;7.441891753
21.89912291;8.629367926
22.81375423;9.013066888
22.52296129;8.796706916
23.15458551;8.709975157
22.97107281;9.631086922
22.3956239;10.1888401
21.95433327;11.20915916
22.39840192;10.56751133
22.40137671;10.25653334
21.64730307;10.23735162
21.26120899;10.42986917
21.3031945;10.32390172
21.42047146;9.680654754
20.54669759;10.24038295
20.93936063;10.15259534
20.51697191;9.352948869
20.09663899;8.658834683
20.78583472;9.099344058
21.17313446;8.021194879
20.73097253;7.804309751
22.26155122;7.57844979
21.73090178;8.216169164
22.24613764;8.135699889
22.64354111;7.82010707
23.7401143;8.354556188
23.81574627;8.875828083
24.06148119;8.41889046
23.71585743;9.2978883
23.30852426;9.285296192
24.02736674;9.751396937
23.68686531;8.789480554
24.41669484;9.794077203
23.82062433;9.289120202
23.19786077;10.12392418
23.16947255;10.06117972
23.24810294;10.43349868
22.68164578;10.75972008
23.45111634;10.11581088
22.71420417;8.955646227
23.52246188;9.614373277
23.55346192;9.333536814
23.28030742;9.182523864
23.87574357;9.484277128
22.84467032;8.826214698
24.54916341;9.622971286
24.58418261;9.664994449
24.53310601;10.36426882
25.36488747;10.10591205
25.78067535;10.58756624
26.04757023;10.41701446
25.6013718;11.49704602
25.52766656;11.67588542
25.29770337;12.75220101
25.30480539;12.99832861
25.11286796;12.70724984
24.28098784;12.50138599
24.23020634;13.15391292
22.59402121;14.13122405
23.45481562;13.39271646
23.00150246;12.30852855
22.41323619;12.21912541
22.05534453;11.97397442
21.46672728;11.50913895
20.74046613;10.87084821
21.29419998;9.625523844
22.32204483;9.16130012
22.55587477;8.641806862
22.16186804;9.299747463
22.6850349;8.008598523
23.95319741;8.654510195
23.30795923;8.161543975
23.76199738;8.981854455
23.98694376;8.948350323
24.04635774;8.262555152
24.3643533;9.492823659
24.77976246;10.62987211
24.60587476;10.47882641
24.05149403;10.91643778
23.99599343;11.57878285
22.7868354;12.56701245
