9.798098719;19.6087366;-1.037104532;-1.861029999
9.694388266;19.4226336;-1.005681861;-1.919103893
9.59382008;19.23072321;-0.9989785269;-1.762363075
9.493922227;19.0544869;-0.8652649172;-1.93449657
9.407395736;18.86103724;-0.7629710439;-1.896490526
9.331098631;18.67138819;-0.7512659055;-1.912950935
9.255972041;18.4800931;-0.905744256;-1.819700936
9.165397615;18.298123;-1.104692248;-1.823511266
9.05492839;18.11577188;-1.109797851;-1.738847958
8.943948605;17.94188708;-1.208888837;-1.844148088
8.823059721;17.75747227;-1.107178145;-1.775419356
8.712341907;17.57993034;-1.228938169;-1.818367909
8.58944809;17.39809355;-1.059750356;-1.87216332
8.483473055;17.21087721;-1.111526422;-1.760248108
8.372320412;17.0348524;-1.114535386;-1.756123572
8.260866874;16.85924005;-1.204491829;-1.736931302
8.140417691;16.68554692;-1.25129751;-1.741771224
8.01528794;16.51136979;-1.295391062;-1.788727353
7.885748834;16.33249706;-1.277236342;-1.917141315
7.758025199;16.14078293;-1.406272557;-1.81716621
7.617397944;15.95906631;-1.31594705;-1.632412572
7.485803239;15.79582505;-1.305707215;-1.630358377
7.355232517;15.63278921;-1.347809861;-1.547555446
7.220451531;15.47803367;-1.340783418;-1.478100929
7.086373189;15.33022357;-1.444756797;-1.510089296
6.94189751;15.17921464;-1.532543944;-1.332776348
6.788643115;15.04593701;-1.565748015;-1.398195609
6.632068314;14.90611745;-1.556746461;-1.449164613
6.476393668;14.76120099;-1.464622771;-1.315949679
6.329931391;14.62960602;-1.511134498;-1.229882622
6.178817941;14.50661776;-1.402819363;-1.176774795
6.038536005;14.38894028;-1.396096392;-1.228848608
5.898926365;14.26605542;-1.417947788;-1.148217049
5.757131587;14.15123371;-1.425490331;-1.252331335
5.614582554;14.02600058;-1.441060541;-1.145830027
5.470476499;13.91141758;-1.46081199;-1.198750314
5.3243953;13.79154254;-1.456421084;-1.195903361
5.178753192;13.67195221;-1.388499708;-0.9923695525
5.039903221;13.57271525;-1.348662629;-0.9454285591
4.905036958;13.4781724;-1.405649643;-0.88370435
4.764471994;13.38980196;-1.406963529;-0.8177647759
4.623775641;13.30802548;-1.412234359;-0.9604279807
4.482552205;13.21198269;-1.393576408;-0.8438122213
4.343194565;13.12760146;-1.497091854;-0.8638731209
4.193485379;13.04121415;-1.443668081;-0.9410634482
4.049118571;12.94710781;-1.460739901;-0.8691400157
3.903044581;12.86019381;-1.508808491;-0.8776144452
3.752163732;12.77243236;-1.5186291;-0.9225824898
3.600300822;12.68017411;-1.695325373;-0.8966436323
3.430768285;12.59050975;-1.740577182;-0.8977394469
3.256710566;12.5007358;-1.792281189;-0.7969577707
3.077482447;12.42104003;-1.832768838;-0.8575977144
2.894205564;12.33528026;-1.920793947;-0.8706038198
2.702126169;12.24821987;-1.962933501;-0.9335549116
2.505832819;12.15486438;-2.022402565;-0.9132451763
2.303592562;12.06353986;-1.999516514;-0.8249823385
2.103640911;11.98104163;-2.127223293;-0.8616413601
1.890918582;11.8948775;-2.110400132;-0.9931616882
1.679878568;11.79556133;-2.254470524;-1.069197729
1.454431516;11.68864155;-2.282533463;-1.082688249
1.22617817;11.58037273;-2.260356106;-1.007631472
1.000142559;11.47960958;-2.131805748;-1.019014872
0.7869619843;11.37770809;-2.247780141;-1.116275227
0.5621839702;11.26608057;-2.340005559;-0.9953798517
0.3281834142;11.16654259;-2.287295604;-0.9821383575
0.09945385384;11.06832875;-2.119342681;-0.9627352791
-0.1124804142;10.97205522;-2.159315552;-1.018729582
-0.3284119694;10.87018226;-2.246573652;-1.012928937
-0.5530693346;10.76888937;-2.295042312;-0.9841997698
-0.7825735657;10.67046939;-2.171217469;-0.9084631789
-0.9996953126;10.57962308;-2.309120054;-0.8700569336
-1.230607318;10.49261738;-2.365068714;-0.8623344436
-1.467114189;10.40638394;-2.411536507;-0.8058793834
-1.70826784;10.325796;-2.445826934;-0.8204916297
-1.952850533;10.24374684;-2.568647317;-0.9300204345
-2.209715265;10.15074479;-2.508176416;-1.003227272
-2.460532907;10.05042207;-2.474509159;-0.9119267727
-2.707983823;9.959229389;-2.518112122;-1.007610626
-2.959795035;9.858468326;-2.622584269;-0.8946414978
-3.222053462;9.769004176;-2.632648363;-0.9198416607
-3.485318298;9.67702001;-2.728616116;-0.9085503486
-3.75817991;9.586164976;-2.939990512;-0.8572484848
-4.052178961;9.500440127;-3.008825648;-0.9320973213
-4.353061526;9.407230395;-2.948193725;-0.7878290919
-4.647880898;9.328447486;-2.826268434;-0.6966743755
-4.930507742;9.258780048;-2.717592439;-0.7982826295
-5.202266985;9.178951785;-2.685483429;-0.7907008029
-5.470815328;9.099881705;-2.704417944;-0.7536186111
-5.741257123;9.024519844;-2.663660965;-0.6635312712
-6.007623219;8.958166717;-2.653163599;-0.7335107607
-6.272939579;8.884815641;-2.644073236;-0.7234843829
-6.537346903;8.812467202;-2.66100111;-0.7631871018
-6.803447014;8.736148492;-2.601795438;-0.7603387359
-7.063626558;8.660114619;-2.494316708;-0.7605082325
-7.313058228;8.584063795;-2.53031479;-0.8658933924
-7.566089707;8.497474456;-2.614032091;-0.8288957715
-7.827492917;8.414584879;-2.772475555;-0.8662548857
-8.104740472;8.32795939;-2.785658693;-0.8246214677
