20;10;0.15;0.35;0.501
20.05241371;10.18252025;-0.01284832685;0.4572865369;0.5012540647
20.01755416;10.40797653;-0.2413968779;0.4097626081;0.5014179384
19.87256762;10.59566726;-0.1506320581;0.2189961743;0.5020931027
19.78436771;10.69461443;-0.3618985349;0.2282666983;0.5029617995
19.591044;10.78491558;-0.5398925008;0.0106457938;0.5026432987
19.32326517;10.75643912;-0.4763311941;-0.2478698936;0.5023111327
19.1030774;10.6040516;-0.386554524;-0.3457108351;0.5021375613
18.93340986;10.40887071;-0.3299797217;-0.4794801649;0.5019536738
18.80007367;10.1510437;-0.2039064533;-0.5732898055;0.501922555
18.73496728;9.854672071;0.04549148756;-0.6076401894;0.5021774024
18.79541769;9.556874973;0.1354363943;-0.8315155046;0.5020314249
18.91433444;9.153924191;0.2266208513;-0.8983475611;0.5022919884
19.0825657;8.723611527;0.4404812269;-0.9235517316;0.5027946648
19.35823329;8.294222855;0.7133956302;-0.8275338296;0.502317181
19.76288078;7.92935124;1.125853558;-0.5807494889;0.5025544846
20.35619308;7.712376577;1.162310671;-0.2291515927;0.5022133667
20.94557017;7.671584475;1.117315246;-0.01469034851;0.5030664385
21.49927437;7.734207323;0.9897521315;0.2928292291;0.5021350443
21.97068408;7.940886582;0.7755328127;0.3736624615;0.5016508503
22.33108889;8.174141344;0.6898986403;0.5082257527;0.5017636522
22.64072165;8.468641154;0.5158024554;0.5800271397;0.5004627981
22.85984354;8.787737088;0.3556811997;0.7640874509;0.5006485194
22.9882644;9.187946261;-0.0127874069;0.7704365478;0.5009599072
22.93394433;9.568352471;-0.1790635307;0.6320004687;0.5006520393
22.80599926;9.8699151;-0.2654171959;0.6710728138;0.4998161416
22.63295885;10.18547345;-0.2688439863;0.4983948248;0.5002566713
22.46893063;10.41535659;-0.5120631518;0.3723865281;0.5007731408
22.19237731;10.56772411;-0.619790772;0.1611202433;0.5003465787
21.87567983;10.6088845;-0.5929147468;-0.008440188061;0.5004721917
21.58283198;10.5678093;-0.6465965769;-0.1404361061;0.5004995289
21.27163783;10.45807986;-0.5149614011;-0.3011977882;0.500711694
21.03559184;10.27698635;-0.4334963016;-0.4397030571;0.5006077825
20.84847139;10.03243821;-0.422500529;-0.4179350524;0.5013157603
20.66547915;9.799314599;-0.3464327953;-0.6600387837;0.5018089635
20.53525938;9.451130321;-0.1333794765;-0.7225190636;0.5024589645
20.51441031;9.085325794;0.06948204045;-0.8220698901;0.5028622608
20.60018829;8.682952482;0.4024549532;-0.8487015342;0.5033353034
20.85241474;8.288254898;0.5598324499;-0.8163648708;0.5041993409
21.18055481;7.919479288;0.7411268811;-0.4920595264;0.5047043965
21.57807642;7.722561135;0.7620492611;-0.2550728769;0.5045259349
21.97107394;7.644177945;0.8388071672;0.02511835814;0.5047204024
22.38446369;7.709244367;0.854852132;0.09115936528;0.5043709565
22.80165672;7.807952752;0.9013433207;0.3442782305;0.5046276962
23.22596021;8.034825572;0.6804836443;0.4170298569;0.5037205506
23.5364965;8.283763691;0.4788776762;0.4911145686;0.5042783306
23.74261272;8.556753756;0.3321008155;0.3814094605;0.5040667003
23.88300573;8.766260525;0.0604582202;0.4977973308;0.5046335581
23.88168069;9.01632008;0.04437421131;0.5640200669;0.5051114907
23.86820994;9.298128567;-0.06736529652;0.4202405076;0.5051264607
23.80849067;9.501791132;-0.06783028503;0.3764819964;0.5057963356
23.75125958;9.683766237;-0.1846555125;0.4502355282;0.5055249785
23.6316123;9.894888055;-0.2707623267;0.2981294675;0.5057704552
23.47892159;10.02534214;-0.1832208575;0.162342953;0.5061252955
23.37806979;10.09412015;-0.2713534825;-0.03005235558;0.505903502
23.24572564;10.06218517;-0.2477726469;-0.2012209742;0.5056806341
23.13580665;9.947064761;-0.1734594793;-0.3585788654;0.5060206323
23.07255958;9.758768706;-0.1391107698;-0.1727952257;0.5058253241
23.01461075;9.664540286;0.0735942355;-0.5283566401;0.5063089073
23.08427685;9.407807533;0.232454864;-0.4892780357;0.506038174
23.23005254;9.18039602;0.3042538717;-0.4846017574;0.5068238489
23.41109351;8.959852616;0.5320792671;-0.09204427266;0.5063787336
23.68009493;8.947820284;0.6743475119;-0.03358917469;0.5060958886
24.01579541;8.973637766;0.7049378075;0.09278551407;0.5062126445
24.35867312;9.063905195;0.7482129665;0.1423940947;0.5055132204
24.71985899;9.181374352;0.8667115204;0.4797676313;0.5058065842
25.11843755;9.473216263;0.6801508158;0.6203067359;0.5053169408
25.41593285;9.822813717;0.7005690696;0.8316273706;0.5052870368
25.71025537;10.27823172;0.3983716942;0.9565525874;0.5047204858
25.84730436;10.77644778;0.2386825368;0.920874042;0.5048657359
25.90757544;11.24699335;0.0708164371;0.8646124094;0.504965884
25.88832299;11.67916738;-0.1590953504;0.8496158183;0.5051196144
25.75625814;12.08948152;-0.5632313211;0.8906205002;0.5053834226
25.42166557;12.49467576;-0.7050960441;0.6613122826;0.5056848947
25.03128219;12.77748742;-0.8099505708;0.4719145949;0.505486353
24.60094483;12.96003509;-0.9857599028;0.3378539217;0.505663335
24.09205772;13.06519143;-0.9737821793;0.1614814298;0.5055008423
23.60018467;13.08387113;-1.052712712;-0.08289669136;0.5058281441
23.08463539;12.97665583;-1.014198802;-0.3169987736;0.5058214267
22.60286122;12.7560564;-0.8883776951;-0.6594739986;0.5062443028
22.20490999;12.37391172;-0.8513112555;-0.8188307446;0.5053641677
21.83522081;11.91534696;-0.6306157122;-1.128512417;0.5048996446
21.59409718;11.31747632;-0.2692901317;-1.362173575;0.5040238109
21.54624055;10.62669951;-0.1130667411;-1.204287113;0.5028510942
21.56560014;10.02381038;0.1879257993;-1.095827103;0.5025227006
21.72705084;9.493386481;0.3838871364;-0.8727251551;0.5028996104
21.97155131;9.085612909;0.5830332546;-0.8252654345;0.5032369594
22.31164128;8.713802914;0.5043051144;-0.6341375022;0.502974202
22.60080396;8.43160562;0.5759525552;-0.3589202269;0.502241233
22.90817797;8.289994513;0.763996054;-0.150578927;0.5026322749
23.29557856;8.263244115;0.8665880652;0.07293948443;0.502313776
23.7197758;8.353458612;0.937863866;0.4309260231;0.502519849
24.15686271;8.625264303;0.6676122334;0.7182662308;0.5033925732
24.44219735;9.022405075;0.5967716424;0.8763706562;0.5035186751
24.68257316;9.493338886;0.3152462077;0.9530771629;0.502876597
24.77894559;9.984584153;0.1098642966;1.072515254;0.5030766316
24.76621049;10.52207709;-0.2398496496;1.400770719;0.5032143395
24.55989986;11.20008847;-0.6250239732;1.220797251;0.5029980452
24.17431836;11.76498109;-0.9267842754;1.159030642;0.5035854303
23.64323298;12.28036048;-1.055856644;0.8221263346;0.5039431555
